text,cleaned_text,predicted
"Dong Zong mengharapkan sesuatu yang belum tentu, barang yang tersedia hendak dilepaskan",zong harap barang sedia,Negative
Pelajar perlu rebut peluang ada dan NGO Antarabangsa akan mempertimbangkan menaja mereka yang berjaya,ajar rebut ngo timbang taja jaya,Positive
"Oleh itu, siasatan perlu diteliti di setiap sudut",siasat teliti sudut,Positive
"Walaupun tindakan ini membawa hasil yang positif, ia masih tidak berjaya menangani kemerosotan jualan dan penguasaan pasaran di Malaysia serta seberang laut.",tindak bawa positif jaya tangan jual pasar seberang laut,Positive
Permintaan untuk eksport ketum ini sangat tinggi.,tum,Negative
"Bagaimanapun, Rang Undang-undang ini sama sekali tidak menyekat hak kebebasan bersuara rakyat sebagai mana yang diperuntukkan di bawah Perlembagaan Persekutuan",rang undang sekat hak bebas suara lembaga sekutu,Negative
Sekarang ini kalau pergi hospital ubat kena bayar sendiri.,pergi hospital ubat bayar,Negative
"Justeru, kemudahan seperti ramp (tanjakan) dan tandas bergerak perlu disediakan untuk kemudahan mereka.",justeru ramp tanjak gerak sedia,Positive
"Satu, barang-barang keperluan asas di mana kerajaan akan mengawal harganya seperti beras, tepung, gula, minyak masak dan gas memasak",barang raja beras tepung gula masak gas masak,Positive
"Akses bebas tarif ke pasaran serantau, kos operasi rendah dan insentif cukai adalah antara tawaran menarik yang menarik pelabur-pelabur ini",akses bebas tarif pasar insentif cukai tawar tarik tarik,Negative
"(Tuduhan) Melayu akan hilang, azan tak berkumandang (dan seumpamanya).",tuduh melayu hilang azan kumandang umpama,Negative
Saya mengesyorkan supaya teknologi CMA ini digunapakai secara meluas di seluruh negara dan menawarkan daerah Bagan Datuk sebagai daerah pertama menggunakan CMA secara berskala besar walaupun daerah Segamat menjadi projek perintis,mengesyorkan cma digunapakai luas tawar daerah bagan daerah cma skala daerah gamat rintis,Positive
"Resolusi itu memberi kesan besar terhadap Malaysia, bukan sahaja dari segi ekonomi, malah terhadap pendapatan pekebun kecil kelapa sawit yang bergantung kepada penjualan hasil eksport berkenaan",resolusi kesan hadap hadap kebun kelapa gantung jual,Negative
Pagi tadi saya dapat teks daripada (Menteri di Jabatan Perdana) Datuk Seri Rahman Dahlan yang menyatakan Aramco bersetuju untuk melabur US$7 bilion di Malaysia sebelum 31 Mac ini,teks jabat rahman dahlan nyata aramco tuju labur,Negative
"Apabila kita membuat fitnah menerusi laman sosial, ia akan memberi impak negatif kepada penama malah keturunan penama",fitnah terusi laman sosial impak negatif nama nama,Negative
Saya secara konsisten menyatakan hasrat ingin menjadi ketua bahagian dan mengekalkan jawatan ini selepas pilihan raya akan datang.,konsisten nyata hasrat jawat pilih,Negative
"Sekarang, kita bukan sahaja dapat anjur program komuniti malah menganjurkan ceramah politik",anjur komuniti anjur ceramah,Positive
"Pada PRU-14 nanti, semua parti tidak boleh tubuh kerajaan dan ketika inj PAS akan berperanan sebagai 'king maker'",pru- tubuh raja inj pas peran king maker,Positive
"Kalau kata saya nak jadi calon, jauh sekali, sebab saya tahu kemampuan saya",calon,Positive
Ikut prosedur.,prosedur,Positive
"Walaupun sudah bersara pada tahun 2014 lalu, saya tetap meneruskan perjuangan untuk menjaga keselamatan, khususnya di Tanjung Labian",sara juang jaga selamat khusus tanjung labian,Positive
"Kami hormat speaker, tapi secara jujurnya percaya bahawa beliau ditekan hebat oleh  kerajaan BN yang ingin menutup perkara ini. ",hormat speaker jujur percaya tekan hebat raja tutup,Positive
"Kita tidak meminta kerajaan pusat untuk hulur sumbangan RM 700 seperti yang disumbangkan oleh Kerajaan Pulau Pinang, cukup sekadar menyamai jumlah yang diberi kepada maangsa banjir di negeri lain seperti dijanjikan perdana menteri",raja hulur sumbang rm sumbang raja pulau pinang maangsa banjir janji,Negative
"Tidak ada apa yang patut dibanggakan oleh perdana menteri kita, yang pernah dilabel sebagai menteri kewangan paling buruk di Asia pada tahun 2015, kerana peningkatan kecil dalam nilai ringgit sejak beberapa bulan kebelakangan ini",patut bangga label buruk rana tingkat,Negative
"Kita tidak boleh kata kos sara hidup itu naik semata-mata tentang satu harga barang sahaja, sebab kalau ikutkan barang juga terbahagi kepada beberapa faktor",sara hidup barang barang terbahagi faktor,Negative
Kita akan lihat semula melalui apa saja dapatan daripada resolusi Majlis Perundingan Islam (MPI) ini bagi pewujudan Suruhanjaya Pendidikan Malaysia.,lihat resolusi runding mpi wujud suruhanjaya didik,Positive
Saluran apakah yang saya ada untuk mencari keadilan jika mahkamah tidak mahu mendengar tuntutan itu?,salur cari adil dengar tuntut,Negative
Kononnya nak fokus pada pilihan raya umum tapi sampai sekarang tak buat lagi.,konon fokus pilih,Positive
Selain itu KR1M 2.0 juga menawarkan harga yang kompetitif bagi 50 stock keeping unit (SKU)  produk berjenama dengan menggunakan bungkusan yang sama bagi produk berkenaan,krm tawar kompetitif stock keeping sku jenama bungkus,Positive
Fail itu masih berada dalam talian sekarang,fail tali,Negative
"Melalui cara ini, ia akan memberi kesedaran kepada pembeli betapa bahayanya beg plastik yang menjadi penyebab pencemaran alam sekitar.",dar beli betapa bahaya beg plastik cemar,Negative
"Kita tidak sampai ke punca masalah itu, penyakit sebenar",punca sakit,Negative
Ia sangat bergantung kepada keadaan pasaran semasa,gantung pasar,Negative
"Malangnya Pas telah memilih untuk mengasingkan diri dari pakatan pembangkang, akibatnya mereka mula terasa kesunyian dan bimbang akan terus terpinggir",malang pas pilih pakat bangkang akibat asa sunyi bimbang pinggir,Negative
amalan pembangkang perlu dilihat secara sihat sebagai satu teguran untuk memperbaiki segala macam kelemahan yang ada.,amal bangkang lihat sihat tegur lemah,Negative
Negara membelanjakan sumber terhadnya untuk membiayai institusi pendidikan tinggi yang akhirnya graduan bekerja untuk gaji sangat rendah.,belanja biaya institusi didik graduan gaji,Positive
"Selain itu, kita turut bercadang menaik taraf jalan raya berisiko tinggi dan berbahaya",cadang taraf risiko bahaya,Negative
ia juga menunjukkan sentimen positif dalam kalangan pelabur dan pengiktirafan terhadap asas ekonomi dan kewangan Malaysia yang amat baik,sentimen positif kalang iktiraf hadap,Negative
"Geran saya pegang, Felda pegang",geran pegang felda pegang,Negative
"Apabila bandar raya berkembang, begitu juga kemakmuran, perdagangan dan pertumbuhan ekonomi.",kembang makmur dagang tumbuh,Positive
Ada konon seorang hamba Allah itu cakap saya tak hormat hak asasi,konon hamba allah cakap hormat hak asasi,Negative
bukan sahaja untuk berkembang tetapi berkembang maju demi kebaikan negara,kembang kembang maju,Negative
"Oleh itu, pada masa depan, kita perlu lebih banyak melibatkan diri dengan mereka",libat,Negative
Siapa yang menderita? Seluruh negara,derita,Negative
"Sebelum ini wujud pertikaian apabila ada orang tidak faham Islam mempertikaikannya (sumpah baiah talak tiga) sehingga timbul pelbagai masalah lain selain menyebabkan perceraian suami isteri, kita mahu mengelakkan semua ini",wujud tikai faham tikai sumpah baiah talak timbul cerai suami isteri elak,Negative
"Jika undang-undang ini hanya bertujuan menangani berita palsu di alam siber, saya rasa ia agak sempit, namun jika ia turut digunakan untuk menangani masalah lain berkaitan alam siber dan media sosial, ia amat sesuai.",undang tuju tangan berita palsu siber sempit tangan kait siber sosial sesuai,Negative
"Kalau hendak cakap (FELDA bersandiwara), gunalah fakta, jangan suka guna cara lakonan, sindiran atau perlekeh kerana yang hendak dilekehkan itu adalah ketelusan FELDA",cakap felda sandiwara fakta suka lakon sindir perlekeh rana dilekehkan telus felda,Negative
"Atas sebab itu, NGO-NGO juga tidak teragak-agak untuk membuat laporan polis seterusnya melakukan piket dari satu ke satu hotel di seluruh negara bagi menyatakan bantahan terhadap larangan tersebut",ngo-ngo lapor laku piket hotel nyata bantah hadap larang,Negative
"Sebagai kerajaan, kita beriltizam untuk pastikan keadaan ini akan berterusan",raja beriltizam,Positive
"Justeru, apabila mendapat tahu kerajaan memperkenalkan SMO, saya segera mencari calon PRA melalui ejen di Indonesia dan membawanya masuk untuk didaftarkan",justeru raja kenal smo cari calon pra ejen bawa masuk daftar,Positive
Kami bukan hendak berlumba dengan warga internet dan laskar papan kekunci,berlumba warga internet laskar kunci,Positive
"Harga daging dan bahagian lain akan dijual lebih murah daripada harga pasaran antaranya hati, limpa dan tulang, akan dijual pada harga RM17 sekilogram berbanding RM20 hingga RM22 di pasaran",daging jual murah pasar hati limpa tulang jual rm kilogram banding rm rm pasar,Positive
Kes ini tidak boleh menggambarkan majikan di Malaysia secara keseluruhannya,gambar majikan,Negative
Justeru iM Sarawak berusaha menangani masalah ini dengan memasang sistem paip graviti yang menggunakan paip jenis HDVE,justeru tangan pasang paip graviti paip jenis hdve,Positive
Saya berhubung secara peribadi dengan Najib lebih kerap daripada apa yang disangkakan.,hubung peribadi kerap sangka,Negative
"Oleh itu, Kastam juga perlu berubah dan mahir menggunakan teknologi yang sama bagi menyaingi mereka",kastam ubah mahir saing,Positive
"Perkara ini juga memerlukan kesatuan politik, insya-Allah kita dapat bangunkan negara yang bersatu padu",insya-allah bangun padu,Positive
Bantahan kita itu akan dibuat dalam sidang media sebab ramai orang marah,bantah marah,Negative
Kami akan lihat bagaimana ia berkembang. ,lihat kembang,Negative
"Ini juga menunjukkan baginda menggalakkan pewarisan, pemahaman dan pengamalan budaya Cina di Johor.",baginda galak waris paham amal budaya cina johor,Positive
Acara ini juga akan diadakan di beberapa lokasi seluruh negara,lokasi,Positive
Bagaimana status Umno sendiri dalam soal ini?,status,Positive
Dulu tak tahu baca tapi sekarang boleh mengaji dan belajar solat dengan kawan-kawan,baca aji ajar solat kawan,Positive
"Bagi mencapai objektif ini, saya memberi jaminan kita boleh jangkakan pengenalan langkah susulan dalam tempoh terdekat",capai objektif jamin jangka kenal susul,Positive
Hal ini amat tidak masuk akal.,masuk akal,Negative
"Negara kita (jika) terus dipimpin oleh kerajaan BN, impian orang muda akan dapat kita penuhi",pimpin raja impi muda penuh,Positive
Ia bertujuan untuk meningkatkan lagi kesedaran pengguna supaya lebih berhati-hati berkongsi maklumat peribadi mereka,tuju tingkat dar hati kongsi peribadi,Negative
Harapan saya untuk menang adalah berdasarkan apa yang telah saya lakukan di kawasan ini dan penerimaan masyarakat terhadap saya adalah  positif.,harap menang laku terima hadap positif,Positive
Berita palsu boleh menjadi fitnah yang runtuhkan institusi kekeluargaan dan juga boleh memusnahkan ekosistem negara,berita palsu fitnah runtuh institusi keluarga musnah ekosistem,Negative
"Ini juga akan membantu aspirasi kami untuk mengembangkan jenama itu di dalam dan di luar negara, yang merupakan penggerak utama bagi rancangan perniagaan syarikat pada masa depan",bantu aspirasi kembang jenama rupa gerak rancang,Positive
"Ternyata sekali, apa juga kebimbangan kita seperti berlaku di masa-masa lampau seperti Ops Lalang tidak akan berulang lagi",nyata bimbang laku lampau ops lalang ulang,Negative
Kita juga menerima RM1 bilion untuk membaiki sekolah-sekolah usang di seluruh Sabah,terima rm sekolah usang,Positive
jumlah tanggungan hutang adalah besar dan ia memerlukan masa untuk menyelesaikanya,tanggung hutang menyelesaikanya,Negative
"Tetapi kita percaya, undang -undang akan memastikan mereka yang bersalah di bawa ke muka pengadilan",percaya undang -undang salah bawa muka adil,Negative
Permatang Pauh kubu tradisi Umno sebelum ini,matang pauh kubu tradisi,Positive
Politik Islam masih menekankan soal matlamat dan agenda Islam yang wajib menjadi garis asas perjuangan sesebuah bangsa iaitu untuk ‘menjaga agama dan mentadbir dunia dengan manhaj agama’,tekan matlamat agenda wajib garis juang buah bangsa jaga agama tadbir manhaj agama,Negative
Mereka yang buat aduan tak faham,adu faham,Negative
Ini kerana Suruhanjaya Persaingan mempunyai kuasa untuk menyiasat kes-kes penipuan bidaan kerana sesetengah kes rasuah dan salah laku semasa menunjukkan tanda-tanda penipuan,rana suruhanjaya saing siasat tipu bida rana rasuah salah laku tanda tipu,Negative
"Malah, jika Najib bercakap benar, soalan yang perlu ditanya ialah kenapa Kabinet mengklasifikasikan Laporan Ketua Audit Negara mengenai 1MDB di bawah Akta Rahsia Rasmi?",cakap kabinet klasifikasi lapor audit mdb akta rahsia rasmi,Negative
Kita akan bergerak dan lawan habis-habisan untuk menangkan calon GS,gerak lawan habis menang calon,Negative
Ia juga berbekal bukti dan fakta dengan isu terpilih bagi meyakinkan pengundi kenapa mereka perlu tolak kerajaan Pakatan Harapan (PH).,bekal bukti fakta pilih undi tolak raja pakat harap,Negative
"Saya fikir berucaplah sekuat mana sekali pun, tulislah sebanyak mana kertas cadangan tapi sekiranya rejim yang sama terus mentadbir negara, perubahan tuntas yang kita mahukan mustahil akan terlaksana kerana 'political will' itu tidak wujud",fikir kuat tulis kertas cadang sekira rejim tadbir ubah tuntas mahukan mustahil laksana rana political wujud,Negative
Para pelabur dan pasaran global hilang keyakinan terhadap kita dan kita mengambil masa yang lama untuk memenangi semula hati mereka,pasar hilang hadap ambil tang hati,Negative
Geely merupakan sebuah syarikat yang mempunyai kepentingan terbesar dalam Daimler.,geely rupa buah daimler,Negative
Ini menunjukkan beliau ada kepentingan politik apabila buat kenyataan sebegitu,nyata,Negative
"Saya melihat bahawa menjelang PRU14, pihak pembangkang akan sentiasa menggunakan pelbagai isu dan provokasi yang boleh menyebabkan kemarahan rakyat termasuk ingin menunjukkan wujudnya kepincangan di pihak kerajaan.",lihat jelang pru bangkang sentiasa provokasi marah masuk wujud pincang raja,Negative
"Saya rasa, bukan Datuk Mufti yang ucapkan (kata-kata itu)",mufti,Positive
Apabila insiden itu berlaku saya lihat komitmen mereka untuk perbetulkan.,insiden laku lihat komitmen,Negative
"Sebelum ini, GPS dijadikan sebagai petunjuk prestasi utama secara purata",gps purata,Negative
"mengulas lanjut tidak menafikan kemungkinan wujud cubaan menyogok pengundi oleh pakatan pembangkang, namun menyebarkan dakwaan perbuatan itu dilakukan untuk mengaburi kegiatan berkenaan.",ulas nafi wujud cubaan sogok undi pakat bangkang sebar dakwa laku ngabur giat,Negative
Macam mana pula saya yang nak jadi calon sedangkan ketua bahagian ada?,calon,Positive
"Saya juga diberitahu di Oxford Street, London pasti terserempak dengan rakyat Malaysia",diberitahu oxford street london serempak,Positive
" Terdapat banyak lagi harus dilakukan, dan kami perlu meningkatkan usaha serta melaksanakannya",laku tingkat laksana,Negative
"Kami syak mereka itu wakil tauke balak, sebab mereka cakap sebelum ini mereka pernah roboh blockade",syak wakil tauke balak cakap roboh blockade,Negative
"Apa-apa majlis BN, mereka kena hadir.",hadir,Positive
Saya juga suka melihat bagaimana penduduk di sini bersatu padu melakukan sesuatu perkara.,suka lihat duduk padu laku,Positive
"Menurut statistik yang dikeluarkan Trading Economics menunjukkan, hutang rakyat Malaysia adalah 84.6 peratus berbanding KDNK iaitu RM1.144 trilion",statistik trading economics hutang atus banding kdnk rm trilion,Negative
"Kami yang uruskan FELDA, kami tahu dan sedar jika dalam keadaan kita telus dan ikut urus tadbir yang baik, kronisme tidak akan wujud",felda dar telus tadbir kronisme wujud,Negative
"Tetapi apabila kita tubuhkan Malaysia, kita tidak menganggap Sabah dan Sarawak sebagai (rakan setara) tetapi seperti negeri yang sama taraf dengan Perlis, Kedah, Kelantan dan lain-lain",tubuh anggap rak tara taraf lis kedah lantan,Positive
"Pemakan dedak ini cuak, Bersatu akan gantikan Umno dan Pakatan Harapan berjaya menumbangkan BN sebab itu mereka usahakan pelbagai cara untuk menghalang pendaftaran parti",makan dedak cuak ganti pakat harap jaya tumbang halang daftar,Negative
